provider_CCN,org_name,street_address,city,state_FIPS,zip_code,RUCA,RUCA_desc,DRG_code,DRG_desc,total_discharges,avg_submitted_covered_charges,avg_total_payment_amnt,avg_medicare_payment_amnt,NPI,last_name,first_name,provider_type,state_abvP
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7.0,LUNG TRANSPLANT,21,$768112.62,$97334.43,$88777.10,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7.0,LUNG TRANSPLANT,21,$768112.62,$97334.43,$88777.10,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14.0,ALLOGENEIC BONE MARROW TRANSPLANT,21,$790995.24,$124184.14,$113152.71,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14.0,ALLOGENEIC BONE MARROW TRANSPLANT,21,$790995.24,$124184.14,$113152.71,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14.0,ALLOGENEIC BONE MARROW TRANSPLANT,21,$790995.24,$124184.14,$113152.71,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16.0,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC OR T-CELL IMMUNOTHERAPY,24,$407085.96,$79952.50,$66507.13,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16.0,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC OR T-CELL IMMUNOTHERAPY,24,$407085.96,$79952.50,$66507.13,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16.0,AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC OR T-CELL IMMUNOTHERAPY,24,$407085.96,$79952.50,$66507.13,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23.0,CRANIOTOMY W MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PDX W MCC OR,26,$299960.69,$54207.58,$40041.77,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23.0,CRANIOTOMY W MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PDX W MCC OR,26,$299960.69,$54207.58,$40041.77,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23.0,CRANIOTOMY W MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PDX W MCC OR,26,$299960.69,$54207.58,$40041.77,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",25.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,86,$201833.14,$40150.44,$32327.59,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",25.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,86,$201833.14,$40150.44,$32327.59,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",25.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,86,$201833.14,$40150.44,$32327.59,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",26.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,27,$189897.78,$28296.04,$23152.33,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",26.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,27,$189897.78,$28296.04,$23152.33,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",26.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,27,$189897.78,$28296.04,$23152.33,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",27.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,54,$130117.80,$21012.54,$17334.04,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",27.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,54,$130117.80,$21012.54,$17334.04,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",27.0,CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W/O CC/MCC,54,$130117.80,$21012.54,$17334.04,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",29.0,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,15,$166847.80,$29117.87,$22365.67,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",29.0,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,15,$166847.80,$29117.87,$22365.67,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",29.0,SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,15,$166847.80,$29117.87,$22365.67,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",41.0,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,15,$139761.87,$21379.40,$18367.60,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",41.0,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,15,$139761.87,$21379.40,$18367.60,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",41.0,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,15,$139761.87,$21379.40,$18367.60,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54.0,NERVOUS SYSTEM NEOPLASMS W MCC,19,$71223.68,$12669.05,$9715.47,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54.0,NERVOUS SYSTEM NEOPLASMS W MCC,19,$71223.68,$12669.05,$9715.47,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",54.0,NERVOUS SYSTEM NEOPLASMS W MCC,19,$71223.68,$12669.05,$9715.47,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",56.0,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,14,$134193.43,$21490.14,$16943.86,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",56.0,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,14,$134193.43,$21490.14,$16943.86,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",56.0,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,14,$134193.43,$21490.14,$16943.86,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57.0,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,31,$62642.06,$12749.71,$9343.94,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57.0,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,31,$62642.06,$12749.71,$9343.94,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",57.0,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,31,$62642.06,$12749.71,$9343.94,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,48,$143476.35,$21876.88,$16125.48,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,48,$143476.35,$21876.88,$16125.48,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,48,$143476.35,$21876.88,$16125.48,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,66,$67351.29,$10943.91,$7670.50,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,66,$67351.29,$10943.91,$7670.50,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",65.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,66,$67351.29,$10943.91,$7670.50,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,22,$44345.18,$7301.77,$5065.18,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,22,$44345.18,$7301.77,$5065.18,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",66.0,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,22,$44345.18,$7301.77,$5065.18,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70.0,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,38,$132397.84,$20410.42,$15830.32,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70.0,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,38,$132397.84,$20410.42,$15830.32,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70.0,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,38,$132397.84,$20410.42,$15830.32,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71.0,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,24,$76693.38,$11510.83,$7213.71,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71.0,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,24,$76693.38,$11510.83,$7213.71,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71.0,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,24,$76693.38,$11510.83,$7213.71,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85.0,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",13,$242515.15,$39471.62,$18962.31,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85.0,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",13,$242515.15,$39471.62,$18962.31,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",85.0,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",13,$242515.15,$39471.62,$18962.31,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86.0,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",17,$60700.06,$11481.76,$9108.53,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86.0,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",17,$60700.06,$11481.76,$9108.53,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",86.0,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",17,$60700.06,$11481.76,$9108.53,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91.0,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,30,$98123.67,$16363.73,$12801.33,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91.0,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,30,$98123.67,$16363.73,$12801.33,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91.0,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,30,$98123.67,$16363.73,$12801.33,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92.0,OTHER DISORDERS OF NERVOUS SYSTEM W CC,25,$71399.60,$13163.76,$7687.16,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92.0,OTHER DISORDERS OF NERVOUS SYSTEM W CC,25,$71399.60,$13163.76,$7687.16,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92.0,OTHER DISORDERS OF NERVOUS SYSTEM W CC,25,$71399.60,$13163.76,$7687.16,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100.0,SEIZURES W MCC,32,$117056.31,$19098.25,$15287.44,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100.0,SEIZURES W MCC,32,$117056.31,$19098.25,$15287.44,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100.0,SEIZURES W MCC,32,$117056.31,$19098.25,$15287.44,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101.0,SEIZURES W/O MCC,122,$60808.91,$9246.34,$6263.93,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101.0,SEIZURES W/O MCC,122,$60808.91,$9246.34,$6263.93,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101.0,SEIZURES W/O MCC,122,$60808.91,$9246.34,$6263.93,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163.0,MAJOR CHEST PROCEDURES W MCC,30,$228978.07,$44518.43,$38393.83,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163.0,MAJOR CHEST PROCEDURES W MCC,30,$228978.07,$44518.43,$38393.83,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163.0,MAJOR CHEST PROCEDURES W MCC,30,$228978.07,$44518.43,$38393.83,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164.0,MAJOR CHEST PROCEDURES W CC,41,$131928.68,$23629.39,$19957.41,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164.0,MAJOR CHEST PROCEDURES W CC,41,$131928.68,$23629.39,$19957.41,1003000480,Rothchild,Kevin,General Surgery,CO
60024.0,University Of Colorado Hospital Authority,12605 E 16th Ave,Aurora,8.0,80045.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164.0,MAJOR CHEST PROCEDURES W CC,41,$131928.68,$23629.39,$19957.41,1003000480,Rothchild,Kevin,General Surgery,CO
